id,customer_name,sentiment,csat_score,call_timestamp,day,reason,city,state,channel,response_time,call duration in minutes,call_center
NKL-46661864-X-889382-vO,Etti Stanmer,Negative,4,4/6/2009,6,Payments,Sterling,Virginia,Call-Center,Within SLA,25,Chicago/IL
VII-30050552-K-168241-4d,Powell Swainston,Negative,,3/13/2009,13,Billing Question,Littleton,Colorado,Web,Within SLA,35,Los Angeles/CA
JWN-58736401-R-365072-mB,Sanford Cush,Very Positive,,2/17/2009,17,Billing Question,Louisville,Kentucky,Email,Above SLA,16,Baltimore/MD
GVY-11647966-a-242642-Ts,Pansie Drydale,Very Positive,10,1/24/2009,24,Billing Question,Salt Lake City,Utah,Web,Below SLA,44,Chicago/IL
JDO-60656911-A-751635-zk,Jandy Haggidon,Very Negative,,12/31/2008,31,Billing Question,Yakima,Washington,Email,Within SLA,21,Denver/CO
VOC-15433417-2-640871-xI,Mimi Simes,Neutral,,12/7/2008,7,Billing Question,San Antonio,Texas,Email,Within SLA,27,Los Angeles/CA
NOF-50415111-D-683237-E2,Sinclare Dimbleby,Positive,,11/13/2008,13,Billing Question,Tucson,Arizona,Web,Below SLA,40,Los Angeles/CA
AYV-71800346-v-716698-0K,Cheston Benedit,Very Negative,,10/20/2008,20,Billing Question,Fort Pierce,Florida,Chatbot,Below SLA,37,Chicago/IL
PZF-77443224-T-448230-DO,Daffy Artus,Positive,,9/26/2008,26,Billing Question,Philadelphia,Pennsylvania,Email,Below SLA,6,Chicago/IL
SNU-61151605-I-718928-QU,Jessamine Guillou,Positive,9,9/2/2008,2,Payments,Baton Rouge,Louisiana,Call-Center,Within SLA,45,Chicago/IL
TXP-49780508-H-755728-Ng,Marsha Di Bernardo,Very Positive,9,8/9/2008,9,Billing Question,Glendale,California,Web,Within SLA,34,Baltimore/MD
FZM-38259060-n-091956-ek,Ericka Balog,Very Positive,,7/16/2008,16,Service Outage,San Francisco,California,Email,Within SLA,16,Los Angeles/CA
DEI-91759929-M-137659-hY,Geri Sheard,Very Positive,,6/22/2008,22,Billing Question,Las Vegas,Nevada,Chatbot,Within SLA,28,Los Angeles/CA
GFR-00036915-o-511727-FS,Melisenda Rockey,Very Positive,10,5/29/2008,29,Billing Question,Cincinnati,Ohio,Web,Above SLA,14,Baltimore/MD
MEZ-77932360-5-454661-A6,Gleda Bertelmot,Neutral,5,5/5/2008,5,Billing Question,Peoria,Illinois,Web,Below SLA,37,Los Angeles/CA
GSD-57124936-Y-828177-ZS,Abbie Killwick,Neutral,,4/11/2008,11,Billing Question,Los Angeles,California,Web,Within SLA,25,Denver/CO
UED-73622373-4-967214-7V,Carlie De Beauchamp,Neutral,,3/18/2008,18,Billing Question,Indianapolis,Indiana,Email,Within SLA,5,Chicago/IL
OJV-00818529-P-028866-iB,Skylar Gippes,Positive,,2/23/2008,23,Billing Question,New Haven,Connecticut,Call-Center,Within SLA,38,Chicago/IL
QQF-48619214-a-128532-yR,Frayda Levermore,Positive,,1/30/2008,30,Payments,Greenville,South Carolina,Call-Center,Within SLA,24,Baltimore/MD
NUX-71830500-P-073201-T0,Seamus Epperson,Negative,4,1/6/2008,6,Billing Question,Portland,Oregon,Web,Within SLA,14,Baltimore/MD
GUM-67210545-1-385192-Fm,Joane Givens,Neutral,,12/13/2007,13,Service Outage,Philadelphia,Pennsylvania,Chatbot,Below SLA,14,Los Angeles/CA
OAN-30426028-D-921957-8s,Andrej Malham,Neutral,,11/19/2007,19,Payments,Ashburn,Virginia,Call-Center,Within SLA,24,Baltimore/MD
MMQ-47882221-3-353613-2b,Candida Dunridge,Very Positive,,10/26/2007,26,Billing Question,Joliet,Illinois,Chatbot,Within SLA,28,Chicago/IL
ZWV-34886522-2-860689-0Y,Mischa Haversham,Negative,3,10/2/2007,2,Billing Question,Berkeley,California,Chatbot,Within SLA,19,Los Angeles/CA
MSY-25899708-Q-822427-8F,Alastair Hackford,Very Negative,3,9/8/2007,8,Billing Question,Atlanta,Georgia,Chatbot,Above SLA,30,Baltimore/MD
MSK-33368695-h-793210-1R,Kara Cockett,Negative,3,8/15/2007,15,Service Outage,Jamaica,New York,Email,Within SLA,37,Denver/CO
YLS-77797947-7-479851-cS,Aile Beards,Very Negative,,7/22/2007,22,Service Outage,Newport News,Virginia,Chatbot,Below SLA,23,Los Angeles/CA
OYP-65456050-J-912099-DB,Flynn Marchand,Very Positive,9,6/28/2007,28,Billing Question,Peoria,Arizona,Call-Center,Within SLA,35,Baltimore/MD
IYB-54163346-3-055502-8w,Norene Escale,Negative,,6/4/2007,4,Billing Question,Tampa,Florida,Email,Within SLA,10,Los Angeles/CA
HSH-33826056-J-937891-DP,Karney Anfusso,Neutral,,5/11/2007,11,Billing Question,Memphis,Tennessee,Email,Within SLA,24,Baltimore/MD
TVQ-50420646-Z-719437-Wd,Gwenny Pelz,Negative,,4/17/2007,17,Payments,Erie,Pennsylvania,Call-Center,Below SLA,38,Baltimore/MD
SKM-51983185-Z-622873-Zx,Roley Cheesman,Neutral,,3/24/2007,24,Billing Question,Billings,Montana,Web,Within SLA,29,Los Angeles/CA
CJB-41422684-5-429054-Ni,Clovis Innott,Positive,,2/28/2007,28,Billing Question,Baton Rouge,Louisiana,Call-Center,Within SLA,17,Chicago/IL
QYI-83627239-l-641707-RX,Ethe Hammerstone,Negative,3,2/4/2007,4,Service Outage,Norfolk,Virginia,Web,Above SLA,16,Baltimore/MD
NSM-22968081-Q-861551-q4,Archibaldo Flaxon,Neutral,,1/11/2007,11,Billing Question,Rochester,New York,Web,Within SLA,12,Los Angeles/CA
CHL-77108299-m-702096-Oz,Sandye Burk,Negative,,12/18/2006,18,Billing Question,Whittier,California,Email,Below SLA,15,Baltimore/MD
ZJE-82114536-F-704230-Le,Raquel Wellwood,Positive,,11/24/2006,24,Billing Question,Springfield,Virginia,Web,Above SLA,22,Denver/CO
IWJ-82573728-P-904981-BQ,Erhart Grugerr,Very Positive,9,10/31/2006,31,Billing Question,Riverside,California,Call-Center,Below SLA,19,Los Angeles/CA
ZLV-72876861-E-912273-M7,Emalia Bestiman,Negative,,10/7/2006,7,Payments,Las Vegas,Nevada,Call-Center,Within SLA,42,Chicago/IL
XFB-54447752-K-627202-fe,Alix Isaak,Very Positive,,9/13/2006,13,Service Outage,Huntington,West Virginia,Chatbot,Within SLA,39,Baltimore/MD
IBE-67635988-M-841828-bq,Curtice Everix,Negative,,8/20/2006,20,Billing Question,Washington,District of Columbia,Email,Within SLA,15,Los Angeles/CA
HCA-63229251-q-256374-yo,Erl Tenman,Negative,3,7/27/2006,27,Service Outage,Charlottesville,Virginia,Email,Below SLA,7,Denver/CO
GFK-30952266-r-053584-FU,Ulrikaumeko Bytheway,Negative,,10/3/2020,3,Billing Question,Santa Barbara,California,Web,Below SLA,37,Los Angeles/CA
TJZ-59103371-Y-006493-0U,Rhetta Goater,Very Positive,,10/18/2020,18,Billing Question,Fort Lauderdale,Florida,Web,Below SLA,26,Los Angeles/CA
LFE-64737936-g-738250-Ko,Romeo Beekmann,Positive,,10/11/2020,11,Service Outage,New York City,New York,Chatbot,Within SLA,28,Los Angeles/CA
XKG-75520942-M-573188-nF,Phillida Berthelet,Neutral,,10/29/2020,29,Service Outage,Houston,Texas,Chatbot,Within SLA,11,Los Angeles/CA
GFM-46713150-D-834718-pb,Wallis Hutchence,Negative,5,10/13/2020,13,Billing Question,Miami,Florida,Email,Within SLA,21,Los Angeles/CA
PJK-83256050-7-221606-KF,Abner Quartermaine,Negative,,10/24/2020,24,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,37,Los Angeles/CA
YFH-91801736-r-179747-sY,Brnaba Wilmore,Very Negative,3,10/13/2020,13,Billing Question,Memphis,Tennessee,Web,Within SLA,22,Denver/CO
UCR-91418641-K-991699-SY,Kinnie Fidgett,Neutral,,10/4/2020,4,Billing Question,Shawnee Mission,Kansas,Email,Within SLA,35,Denver/CO
VJF-80371911-5-229736-Fx,Annelise Hauxley,Negative,,10/16/2020,16,Service Outage,Kansas City,Missouri,Chatbot,Within SLA,36,Chicago/IL
NGQ-01478316-2-524049-Y3,Susann Leversuch,Neutral,,10/22/2020,22,Billing Question,Washington,District of Columbia,Email,Within SLA,43,Los Angeles/CA
QNS-39860681-N-443864-x7,Lionello Tabram,Very Positive,,10/22/2020,22,Billing Question,Springfield,Missouri,Chatbot,Within SLA,41,Baltimore/MD
TAN-81730360-q-692675-Cu,Emelita Roddy,Positive,,10/28/2020,28,Service Outage,Austin,Texas,Email,Within SLA,37,Baltimore/MD
YMP-43368498-Y-891854-y6,Winfield Cattini,Negative,,10/20/2020,20,Billing Question,El Paso,Texas,Chatbot,Within SLA,41,Los Angeles/CA
ZYZ-49339645-I-224938-2s,Orly Gustus,Positive,,10/19/2020,19,Billing Question,Fort Pierce,Florida,Call-Center,Within SLA,34,Denver/CO
QUT-34383926-k-150777-6w,Virgil Lownes,Neutral,,10/29/2020,29,Billing Question,Pittsburgh,Pennsylvania,Call-Center,Within SLA,40,Denver/CO
EAF-39785052-O-500560-61,Walsh Dominico,Neutral,,10/18/2020,18,Billing Question,Seattle,Washington,Web,Within SLA,14,Los Angeles/CA
EMV-56370821-N-092955-5c,Kleon Pringley,Very Positive,,10/27/2020,27,Billing Question,Plano,Texas,Call-Center,Within SLA,26,Los Angeles/CA
SWA-01553592-e-260774-Af,Emelda Addionizio,Negative,,10/30/2020,30,Payments,San Jose,California,Call-Center,Below SLA,44,Baltimore/MD
FJQ-63426122-a-032410-HN,Haily Ivory,Neutral,6,10/16/2020,16,Service Outage,Sioux Falls,South Dakota,Chatbot,Within SLA,28,Chicago/IL
NKA-77523708-U-919117-Bz,Marybelle Sinton,Neutral,6,10/29/2020,29,Service Outage,Glendale,Arizona,Web,Below SLA,27,Los Angeles/CA
DEA-01853220-D-542141-r4,Vin Razzell,Negative,,10/22/2020,22,Billing Question,Detroit,Michigan,Email,Within SLA,28,Baltimore/MD
ZBP-34490937-6-647673-3v,Zara Pedwell,Neutral,,10/5/2020,5,Billing Question,Kansas City,Missouri,Call-Center,Below SLA,25,Los Angeles/CA
UOK-43674244-g-421967-pk,Lissie Beckley,Very Negative,1,10/7/2020,7,Payments,Evansville,Indiana,Call-Center,Within SLA,27,Los Angeles/CA
XGP-90517758-b-244738-O8,Maddy Mellonby,Very Positive,9,10/28/2020,28,Billing Question,Oklahoma City,Oklahoma,Web,Within SLA,29,Denver/CO
WLR-60611574-O-630716-sK,Tabbitha Mendenhall,Negative,6,10/25/2020,25,Service Outage,Southfield,Michigan,Chatbot,Above SLA,5,Los Angeles/CA
FRJ-97771758-A-019993-WJ,Son Penrith,Very Negative,3,10/29/2020,29,Billing Question,Charlotte,North Carolina,Call-Center,Below SLA,24,Los Angeles/CA
PQH-03456740-5-354224-2H,Jania Cowcha,Neutral,,10/22/2020,22,Service Outage,Colorado Springs,Colorado,Chatbot,Within SLA,36,Los Angeles/CA
FWF-55668861-G-835997-jH,Erica Drayn,Negative,5,10/10/2020,10,Billing Question,Saint Louis,Missouri,Email,Within SLA,18,Los Angeles/CA
PQQ-27616827-6-138512-7q,Clem Gannicleff,Neutral,,10/17/2020,17,Billing Question,Pittsburgh,Pennsylvania,Email,Within SLA,33,Baltimore/MD
TRE-92505184-Z-958647-IO,Zared Skerman,Neutral,,10/3/2020,3,Payments,Arlington,Virginia,Call-Center,Within SLA,7,Los Angeles/CA
LBZ-38067320-8-564572-OL,Danna Leber,Negative,6,10/25/2020,25,Billing Question,Elmira,New York,Email,Below SLA,14,Baltimore/MD
DSD-31741944-i-011636-B3,Gilemette Chastang,Very Negative,,10/15/2020,15,Billing Question,Bowie,Maryland,Chatbot,Within SLA,32,Chicago/IL
RBS-44830159-f-860050-PN,Sig Eppson,Neutral,,10/1/2020,1,Billing Question,Corpus Christi,Texas,Chatbot,Within SLA,9,Baltimore/MD
ZZP-34285810-C-448271-3x,Sherry Haquard,Very Positive,,10/24/2020,24,Billing Question,Atlanta,Georgia,Chatbot,Below SLA,9,Baltimore/MD
XAZ-36171174-4-778439-BD,Alano Nemchinov,Negative,,10/1/2020,1,Billing Question,Cincinnati,Ohio,Call-Center,Within SLA,26,Chicago/IL
TCF-36563422-N-663758-Mg,Ricky Readhead,Very Positive,,10/8/2020,8,Billing Question,Grand Junction,Colorado,Web,Within SLA,21,Los Angeles/CA
XUB-67513625-g-950110-Vt,Baily Harcourt,Negative,,10/20/2020,20,Billing Question,Pittsburgh,Pennsylvania,Chatbot,Within SLA,43,Baltimore/MD
QMJ-77062075-y-663813-4F,Manya Wahncke,Very Positive,,10/22/2020,22,Payments,Lexington,Kentucky,Call-Center,Below SLA,38,Los Angeles/CA
FMP-43261952-F-205355-jO,Emmerich Passey,Very Negative,,10/9/2020,9,Billing Question,Pittsburgh,Pennsylvania,Call-Center,Below SLA,6,Los Angeles/CA
YHX-76370482-d-212054-lU,Tulley Paff,Negative,,10/28/2020,28,Billing Question,Pasadena,California,Chatbot,Within SLA,19,Baltimore/MD
XMH-54374140-a-198910-Ni,Raymund Hamblington,Neutral,8,10/3/2020,3,Billing Question,Springfield,Massachusetts,Chatbot,Within SLA,11,Baltimore/MD
LIX-43345806-o-366744-Q1,Justinn Sawer,Neutral,6,10/29/2020,29,Billing Question,Atlanta,Georgia,Web,Above SLA,34,Los Angeles/CA
NVA-07665226-B-442485-FF,Florentia Lomas,Negative,,10/5/2020,5,Billing Question,New York City,New York,Call-Center,Within SLA,5,Chicago/IL
FBK-37848461-F-034680-4A,Gaspard Mollon,Very Negative,,10/5/2020,5,Billing Question,Pittsburgh,Pennsylvania,Web,Within SLA,43,Baltimore/MD
YNZ-11780890-A-055706-QX,Austen Tufts,Neutral,,10/30/2020,30,Billing Question,Houston,Texas,Web,Below SLA,42,Los Angeles/CA
TUA-38965359-A-257795-kE,Pavla Ivett,Negative,,10/20/2020,20,Billing Question,Jamaica,New York,Web,Within SLA,6,Chicago/IL
HOS-12479439-w-914761-U7,Hailee Boleyn,Negative,6,10/21/2020,21,Payments,Birmingham,Alabama,Call-Center,Above SLA,24,Los Angeles/CA
UCZ-23378196-2-321177-gV,Sonia Paggitt,Negative,,10/1/2020,1,Service Outage,Columbia,South Carolina,Chatbot,Within SLA,43,Baltimore/MD
VYR-15423293-k-099628-TJ,Elysia Perigoe,Negative,,10/24/2020,24,Billing Question,Mountain View,California,Web,Within SLA,39,Los Angeles/CA
ENN-61534761-2-492262-8X,Karrah Mughal,Very Negative,,10/3/2020,3,Service Outage,Kansas City,Missouri,Chatbot,Within SLA,30,Chicago/IL
JCW-69622636-H-452855-f1,Yolane Tunny,Very Positive,,10/1/2020,1,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,19,Los Angeles/CA
ALE-78634337-U-164512-Zn,Elli Mackleden,Very Positive,,10/25/2020,25,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,10,Chicago/IL
UVV-56217323-u-555078-ab,Nariko Glowacz,Very Positive,,10/14/2020,14,Billing Question,Arlington,Texas,Call-Center,Within SLA,26,Los Angeles/CA
VDP-76640427-z-608190-5u,Annmaria Yablsley,Negative,,10/18/2020,18,Billing Question,Chicago,Illinois,Chatbot,Within SLA,33,Los Angeles/CA
PUY-34054230-r-557023-aq,Minerva Shade,Very Positive,10,10/17/2020,17,Payments,Houston,Texas,Call-Center,Below SLA,21,Baltimore/MD
KJA-55171924-a-541222-Cg,Vito Cook,Positive,,10/10/2020,10,Billing Question,Madison,Wisconsin,Email,Below SLA,12,Los Angeles/CA
KTY-04323240-q-404821-Qd,Annabelle Jiggen,Positive,,10/24/2020,24,Billing Question,Philadelphia,Pennsylvania,Email,Within SLA,38,Chicago/IL
ZOU-76017624-I-013075-hP,Callida Mattheus,Neutral,,10/28/2020,28,Billing Question,Reston,Virginia,Chatbot,Above SLA,38,Chicago/IL
ZNV-86521051-u-100470-WT,Lowell Maypother,Very Negative,,10/26/2020,26,Billing Question,Denver,Colorado,Email,Within SLA,36,Los Angeles/CA
GTV-60634125-E-197932-Qx,Tybi Jellis,Positive,,10/8/2020,8,Billing Question,Mansfield,Ohio,Email,Above SLA,21,Baltimore/MD
WIB-39247939-P-934811-Ui,Carlee McKeurtan,Very Positive,9,10/20/2020,20,Billing Question,Springfield,Massachusetts,Call-Center,Above SLA,26,Chicago/IL
JLK-21766577-7-134206-qG,Michail Groneway,Neutral,7,10/5/2020,5,Billing Question,Indianapolis,Indiana,Call-Center,Below SLA,7,Los Angeles/CA
MWM-84326668-3-613631-X6,Tyrus Tomaskov,Negative,,10/19/2020,19,Billing Question,Sacramento,California,Chatbot,Below SLA,12,Denver/CO
QTU-26256847-3-145320-pd,Miguelita Eddowes,Very Negative,3,10/23/2020,23,Billing Question,Tampa,Florida,Call-Center,Within SLA,28,Los Angeles/CA
QKY-25556471-4-093346-68,Chrissy Thieme,Very Positive,9,10/9/2020,9,Billing Question,Saint Petersburg,Florida,Chatbot,Within SLA,15,Los Angeles/CA
PNH-30388800-z-940250-uY,Carma Goldin,Neutral,,10/23/2020,23,Billing Question,Virginia Beach,Virginia,Web,Within SLA,25,Baltimore/MD
XZI-86713229-T-005916-XF,Domenic Preto,Very Positive,9,10/14/2020,14,Payments,Colorado Springs,Colorado,Call-Center,Below SLA,9,Los Angeles/CA
ZNN-12369513-V-131069-N0,Gillan Cheeney,Negative,,10/18/2020,18,Billing Question,Shawnee Mission,Kansas,Email,Within SLA,21,Los Angeles/CA
AOV-50829757-p-004526-n8,Maddy Pranger,Positive,,10/6/2020,6,Billing Question,Meridian,Mississippi,Chatbot,Below SLA,43,Chicago/IL
ZKT-54684698-K-583796-HT,Bengt Petel,Very Positive,,10/5/2020,5,Billing Question,Oakland,California,Call-Center,Below SLA,23,Baltimore/MD
FKO-25762845-X-795612-1E,Ric Manueau,Very Negative,,10/30/2020,30,Payments,Norfolk,Virginia,Call-Center,Within SLA,16,Los Angeles/CA
YMA-14600652-V-976993-7M,Niel Sline,Negative,,10/1/2020,1,Payments,Pueblo,Colorado,Call-Center,Within SLA,25,Baltimore/MD
OHM-16554514-m-159838-UD,Annabela Edmondson,Negative,,10/30/2020,30,Billing Question,Kansas City,Missouri,Call-Center,Within SLA,27,Los Angeles/CA
JYN-80796039-Q-612760-B0,Cassandra Sanham,Neutral,,10/26/2020,26,Billing Question,Nashville,Tennessee,Email,Within SLA,15,Chicago/IL
NFL-93905875-X-139411-sz,Miles Shalcras,Very Negative,1,10/22/2020,22,Billing Question,Johnstown,Pennsylvania,Call-Center,Within SLA,41,Los Angeles/CA
HRK-58610265-j-988064-7G,Alberik Penswick,Neutral,6,10/14/2020,14,Billing Question,Maple Plain,Minnesota,Chatbot,Within SLA,41,Baltimore/MD
TFO-37366354-w-884082-DZ,Templeton Geipel,Negative,,10/28/2020,28,Billing Question,Saint Paul,Minnesota,Chatbot,Below SLA,25,Baltimore/MD
TZC-56086587-c-108004-ME,Sibyl Dowsey,Neutral,,10/25/2020,25,Payments,Clearwater,Florida,Call-Center,Within SLA,22,Los Angeles/CA
CAO-98670816-e-493072-mR,Roddy Jery,Positive,,10/24/2020,24,Billing Question,Hollywood,Florida,Chatbot,Within SLA,5,Baltimore/MD
OOP-11002837-N-790703-F5,Cosme Flemmich,Negative,,10/14/2020,14,Billing Question,Pittsburgh,Pennsylvania,Web,Within SLA,38,Baltimore/MD
CSO-33015451-M-873930-kI,Dolley Timmes,Positive,7,10/21/2020,21,Billing Question,Little Rock,Arkansas,Web,Within SLA,33,Los Angeles/CA
MKF-66882101-D-230343-4H,Anna-diane Fashion,Positive,9,10/5/2020,5,Service Outage,Birmingham,Alabama,Chatbot,Within SLA,6,Chicago/IL
SQO-33621345-F-943263-dO,Tiertza Cortes,Very Positive,9,10/19/2020,19,Service Outage,Washington,District of Columbia,Web,Within SLA,16,Los Angeles/CA
EXA-18963619-I-138305-WN,Winna Kirman,Very Negative,3,10/28/2020,28,Billing Question,Madison,Wisconsin,Call-Center,Below SLA,44,Baltimore/MD
SGI-51149855-Q-922750-aE,Rena Varley,Very Negative,1,10/3/2020,3,Billing Question,Dayton,Ohio,Web,Within SLA,16,Los Angeles/CA
RXT-30138646-o-797176-dB,Dolorita Cape,Negative,6,10/18/2020,18,Billing Question,Washington,District of Columbia,Web,Below SLA,22,Chicago/IL
GWQ-55521391-U-385252-Ky,Andi Chicco,Positive,,10/16/2020,16,Billing Question,Sterling,Virginia,Web,Within SLA,41,Baltimore/MD
RRP-33247989-u-826912-q8,Celinda Keetley,Negative,5,10/9/2020,9,Billing Question,Charleston,West Virginia,Call-Center,Within SLA,27,Chicago/IL
BEN-03041147-8-143795-t5,Christophorus Anstee,Neutral,,10/23/2020,23,Billing Question,Las Vegas,Nevada,Email,Within SLA,20,Baltimore/MD
BIR-66622691-V-599713-0i,Kennett Dimitriou,Positive,8,10/5/2020,5,Billing Question,Pittsburgh,Pennsylvania,Web,Below SLA,30,Los Angeles/CA
YWK-45482902-M-187589-bK,Andreana Cayet,Positive,,10/15/2020,15,Billing Question,Bakersfield,California,Chatbot,Within SLA,45,Los Angeles/CA
TMW-67995837-N-421042-Kh,Moise Milburn,Negative,,10/10/2020,10,Billing Question,Fresno,California,Web,Above SLA,44,Los Angeles/CA
CZD-81345913-c-396425-w4,Annetta Wheble,Negative,,10/27/2020,27,Billing Question,Sacramento,California,Call-Center,Within SLA,43,Chicago/IL
SYX-31951522-y-649412-M9,Matteo Norgate,Neutral,,10/23/2020,23,Payments,Sarasota,Florida,Call-Center,Below SLA,20,Chicago/IL
IHZ-37150522-h-594131-nv,Trevar Sawers,Negative,,10/1/2020,1,Service Outage,Sacramento,California,Email,Within SLA,23,Chicago/IL
GAV-19523379-l-980638-5i,Kattie Pothecary,Neutral,,10/15/2020,15,Billing Question,Shreveport,Louisiana,Call-Center,Below SLA,36,Baltimore/MD
JXU-69822627-2-525441-dH,Nerita Casetta,Very Negative,,10/1/2020,1,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,16,Baltimore/MD
CWQ-62397548-K-779066-LK,Rianon Rother,Negative,,10/12/2020,12,Billing Question,Washington,District of Columbia,Call-Center,Within SLA,12,Baltimore/MD
ZNJ-86377995-G-638585-0c,Frank Brozsset,Neutral,,10/27/2020,27,Service Outage,Colorado Springs,Colorado,Web,Within SLA,31,Baltimore/MD
FSA-20818106-p-969822-cX,Gardner McGarvie,Very Negative,1,10/20/2020,20,Service Outage,Naples,Florida,Chatbot,Within SLA,9,Los Angeles/CA
YJP-83270411-S-828733-ba,Claretta Blincow,Negative,4,10/8/2020,8,Billing Question,Roanoke,Virginia,Chatbot,Within SLA,45,Baltimore/MD
JIJ-15752842-c-589609-lw,Carlye Palmar,Negative,,10/16/2020,16,Billing Question,Austin,Texas,Chatbot,Within SLA,12,Los Angeles/CA
XEX-14761520-X-676368-bD,Marlin Snaden,Neutral,,10/27/2020,27,Billing Question,New York City,New York,Call-Center,Within SLA,27,Los Angeles/CA
QGM-79046533-y-989344-Nv,Fannie Chatfield,Negative,4,10/5/2020,5,Billing Question,Metairie,Louisiana,Web,Below SLA,41,Los Angeles/CA
KEC-73579444-C-609596-0V,Alie Longfut,Very Positive,,10/1/2020,1,Billing Question,Monticello,Minnesota,Call-Center,Within SLA,14,Baltimore/MD
VAY-35458479-J-321802-oY,Arleta Eilhart,Negative,,10/18/2020,18,Payments,Pasadena,California,Call-Center,Below SLA,28,Los Angeles/CA
QMK-56636025-5-137147-AS,Zoe Roots,Negative,,10/22/2020,22,Service Outage,Pittsburgh,Pennsylvania,Chatbot,Below SLA,21,Chicago/IL
IHM-24541166-B-279961-jI,Vanny Lishmund,Positive,8,10/7/2020,7,Service Outage,Reading,Pennsylvania,Email,Within SLA,43,Los Angeles/CA
ZFF-64155250-p-085687-j2,Ketti Gladbach,Negative,,10/3/2020,3,Billing Question,New York City,New York,Chatbot,Below SLA,26,Baltimore/MD
ULL-04569727-S-725254-og,Yevette Bril,Negative,,10/4/2020,4,Billing Question,Harrisburg,Pennsylvania,Web,Within SLA,14,Los Angeles/CA
XFV-67661695-a-095187-4D,Theobald Elmer,Negative,4,10/21/2020,21,Billing Question,Las Vegas,Nevada,Call-Center,Within SLA,33,Chicago/IL
GLR-93090099-J-805184-Kf,Ursala O'Noulane,Neutral,,10/17/2020,17,Payments,Jeffersonville,Indiana,Call-Center,Below SLA,11,Denver/CO
WLF-52176046-h-851336-FX,Stephannie Kreuzer,Negative,,10/13/2020,13,Billing Question,Atlanta,Georgia,Chatbot,Within SLA,9,Los Angeles/CA
IUC-20059424-1-774814-Aj,Harwilll Farlow,Negative,4,10/25/2020,25,Billing Question,White Plains,New York,Web,Above SLA,45,Chicago/IL
NVQ-18655214-w-627105-jx,Duane Earley,Very Negative,4,10/27/2020,27,Service Outage,Boca Raton,Florida,Chatbot,Within SLA,27,Los Angeles/CA
OLV-46823695-E-677865-ST,Kendrick Doumenc,Negative,5,10/5/2020,5,Billing Question,Washington,District of Columbia,Email,Within SLA,29,Baltimore/MD
EGA-14887529-R-375757-gv,Lelah Pipkin,Very Positive,10,10/17/2020,17,Billing Question,Lansing,Michigan,Web,Within SLA,36,Baltimore/MD
GBA-69509939-F-000813-9z,Morena Porch,Negative,,10/23/2020,23,Billing Question,Anchorage,Alaska,Chatbot,Within SLA,22,Los Angeles/CA
BHC-33381015-y-616816-HH,Lindy Zute,Very Negative,4,10/2/2020,2,Billing Question,Fresno,California,Chatbot,Within SLA,36,Los Angeles/CA
EFU-06550318-s-249440-0P,Durward Breddy,Very Negative,,10/20/2020,20,Billing Question,Pittsburgh,Pennsylvania,Call-Center,Below SLA,20,Baltimore/MD
BOK-58852418-Q-742232-pA,Lexine Brotherhood,Very Negative,2,10/16/2020,16,Billing Question,Silver Spring,Maryland,Email,Below SLA,23,Los Angeles/CA
HAP-34148233-l-546783-rx,Ede Malenfant,Neutral,,10/17/2020,17,Billing Question,Montpelier,Vermont,Web,Below SLA,24,Baltimore/MD
IEU-73729560-o-460714-ON,Archy Toffanini,Negative,5,10/10/2020,10,Billing Question,Atlanta,Georgia,Call-Center,Above SLA,26,Baltimore/MD
HJC-00003359-v-957426-tf,Noak Guillem,Negative,6,10/18/2020,18,Billing Question,Longview,Texas,Call-Center,Within SLA,39,Baltimore/MD
NAC-87333773-y-440950-fW,Brit Lamb-shine,Positive,8,10/20/2020,20,Billing Question,Austin,Texas,Web,Within SLA,9,Los Angeles/CA
IXD-31740207-P-255139-7a,Guglielma Nucator,Very Negative,,10/15/2020,15,Billing Question,Washington,District of Columbia,Email,Within SLA,24,Baltimore/MD
XVA-74657670-P-685242-No,Agace Rossiter,Very Negative,,10/24/2020,24,Billing Question,Canton,Ohio,Call-Center,Within SLA,14,Baltimore/MD
XFM-57691844-T-570351-On,Easter Caldeiro,Neutral,,10/20/2020,20,Billing Question,Portland,Oregon,Chatbot,Above SLA,19,Baltimore/MD
IUC-15164113-I-123564-xJ,Arv Revie,Positive,,10/8/2020,8,Payments,Fort Lauderdale,Florida,Call-Center,Below SLA,7,Baltimore/MD
FYK-98670982-R-619261-1k,Thorsten Lightbourn,Neutral,,10/8/2020,8,Billing Question,Dallas,Texas,Web,Below SLA,10,Baltimore/MD
AUL-65590497-Q-489531-ya,Augustina Thresher,Very Negative,,10/19/2020,19,Service Outage,Bridgeport,Connecticut,Email,Below SLA,34,Los Angeles/CA
FVQ-71125407-k-841650-CH,Alane Levine,Negative,,10/24/2020,24,Billing Question,Topeka,Kansas,Call-Center,Within SLA,23,Los Angeles/CA
RCR-57357536-o-721354-Np,Artemus Stanhope,Neutral,7,10/7/2020,7,Billing Question,Staten Island,New York,Call-Center,Below SLA,9,Baltimore/MD
WYS-41800069-x-607827-ZN,Levin Tittershill,Very Negative,,10/10/2020,10,Billing Question,San Francisco,California,Call-Center,Below SLA,30,Chicago/IL
